True	Predicted
1.6460901498794556	1.508753776550293
1.6665589809417725	1.6744297742843628
1.714163064956665	1.7221788167953491
1.3449933528900146	1.485658884048462
1.4217790365219116	1.4903302192687988
1.3042292594909668	1.2980247735977173
1.5422248840332031	1.5702180862426758
1.459649682044983	1.5966390371322632
1.854032278060913	1.6591202020645142
1.764613389968872	1.7782046794891357
1.63238525390625	1.5995968580245972
1.7365257740020752	1.7030785083770752
1.528756856918335	1.5287617444992065
1.7789638042449951	1.8165563344955444
1.5527842044830322	1.5592457056045532
1.5561695098876953	1.5448580980300903
1.8196871280670166	1.583085060119629
1.1060478687286377	1.2078741788864136
1.5750110149383545	1.5852807760238647
1.5614086389541626	1.4720503091812134
1.6969044208526611	1.6805437803268433
1.4775415658950806	1.4909543991088867
1.5018701553344727	1.3601878881454468
1.8384733200073242	1.782049298286438
1.6303632259368896	1.6405308246612549
1.7382583618164062	1.7505773305892944
1.4425222873687744	1.4560520648956299
1.2060078382492065	1.5101511478424072
1.459649682044983	1.618712306022644
1.7312263250350952	1.8417248725891113
1.4689936637878418	1.5743935108184814
1.7772691249847412	1.7893638610839844
1.7562676668167114	1.7465603351593018
1.8172491788864136	1.819989562034607
1.7062265872955322	1.7161946296691895
1.7467745542526245	1.8163937330245972
1.7446962594985962	1.766099452972412
1.7387903928756714	1.7526037693023682
1.8693499565124512	1.8770246505737305
1.6623380184173584	1.7417742013931274
1.3945977687835693	1.578090786933899
1.4657738208770752	1.4454282522201538
1.6510456800460815	1.6184253692626953
1.57889723777771	1.4844987392425537
1.7446962594985962	1.729333758354187
1.6009944677352905	1.5832140445709229
1.55802321434021	1.4909940958023071
1.4466302394866943	1.3607101440429688
1.550371527671814	1.5323845148086548
1.8133106231689453	1.7668585777282715
1.5099886655807495	1.470693826675415
1.774211049079895	1.7292035818099976
1.2808672189712524	1.2628183364868164
1.6310495138168335	1.6173754930496216
1.8655200004577637	1.8058016300201416
1.5552562475204468	1.723678469657898
1.688339114189148	1.6994054317474365
1.7808443307876587	1.747924566268921
1.2752466201782227	1.49751877784729
1.8487317562103271	1.7975068092346191
1.86080002784729	1.8446998596191406
1.6846457719802856	1.68128502368927
1.4508388042449951	1.4602341651916504
1.2652488946914673	1.3860931396484375
1.5070314407348633	1.5973347425460815
1.1994655132293701	1.481567144393921
1.7735809087753296	1.7955150604248047
1.601994514465332	1.630866289138794
1.5374919176101685	1.4808870553970337
1.3387612104415894	1.6024459600448608
1.8094614744186401	1.635921835899353
1.5192294120788574	1.518188714981079
1.4805668592453003	1.5250788927078247
1.8929296731948853	1.74113130569458
1.5760352611541748	1.5923749208450317
1.6002655029296875	1.5429027080535889
1.8714765310287476	1.8276039361953735
1.5978131294250488	1.5125917196273804
1.8346611261367798	1.8292756080627441
1.4660894870758057	1.4264132976531982
1.4209891557693481	1.603820562362671
1.479810118675232	1.5898325443267822
1.6087963581085205	1.6089564561843872
1.3991971015930176	1.4895176887512207
1.4805668592453003	1.5348089933395386
1.5450851917266846	1.5505908727645874
1.2731313705444336	1.5588514804840088
1.7870457172393799	1.8627065420150757
1.9084162712097168	1.7535009384155273
1.5145527124404907	1.4954980611801147
1.1729950904846191	1.5790677070617676
1.5151646137237549	1.4952491521835327
1.611293077468872	1.6144368648529053
1.5728658437728882	1.5843803882598877
1.5537188053131104	1.5765050649642944
1.5267493724822998	1.46095871925354
1.5872575044631958	1.6021116971969604
1.3239951133728027	1.4958575963974
1.4525028467178345	1.486189365386963
1.7873203754425049	1.6373569965362549
1.6180497407913208	1.6161153316497803
1.4560940265655518	1.5028258562088013
1.5949708223342896	1.5741770267486572
1.6454567909240723	1.511196494102478
1.5065475702285767	1.444905161857605
1.8624773025512695	1.8944272994995117
1.757521152496338	1.600223422050476
1.4543601274490356	1.4953982830047607
1.6272271871566772	1.4973721504211426
1.6713086366653442	1.5016639232635498
1.6512396335601807	1.5767412185668945
1.3760771751403809	1.509083867073059
1.557042121887207	1.5688883066177368
1.5263004302978516	1.5247471332550049
1.4902468919754028	1.4906318187713623
1.542773962020874	1.5404317378997803
1.2385259866714478	1.5040191411972046
1.8012346029281616	1.7988042831420898
1.7952914237976074	1.7948412895202637
1.5053211450576782	1.49446439743042
1.632277488708496	1.5833134651184082
1.4721428155899048	1.4697848558425903
1.85114586353302	1.8382177352905273
1.7781158685684204	1.8044556379318237
1.3638399839401245	1.4981474876403809
1.7664519548416138	1.5965778827667236
1.345460057258606	1.2760112285614014
1.6813048124313354	1.726179838180542
1.2537516355514526	1.4904533624649048
1.563044548034668	1.5563746690750122
1.3735660314559937	1.6014610528945923
1.6252938508987427	1.6380727291107178
1.7301487922668457	1.5375957489013672
1.7573065757751465	1.7828487157821655
1.4689936637878418	1.5817583799362183
1.7656934261322021	1.739898920059204
1.724234700202942	1.4356441497802734
1.6287931203842163	1.5648889541625977
1.4716529846191406	1.4845292568206787
1.5830018520355225	1.5272644758224487
1.3234418630599976	1.3999861478805542
1.7279037237167358	1.7172136306762695
1.894465684890747	1.6993932723999023
1.3932386636734009	1.2892930507659912
1.6628698110580444	1.5768131017684937
1.869970440864563	1.81929612159729
1.7494714260101318	1.7515259981155396
1.6885160207748413	1.7658075094223022
1.8575069904327393	1.7713969945907593
1.6095813512802124	1.5126081705093384
1.5106210708618164	1.5153433084487915
1.7720410823822021	1.7549575567245483
1.8047608137130737	1.614640712738037
1.559914469718933	1.4857308864593506
1.8832154273986816	1.7836427688598633
1.7713348865509033	1.7604882717132568
1.6185985803604126	1.6383166313171387
1.837191104888916	1.8382747173309326
1.6242810487747192	1.6342754364013672
1.2886954545974731	1.6137645244598389
1.4125311374664307	1.639662265777588
1.4790452718734741	1.509170413017273
1.2376055717468262	1.2090864181518555
1.6133193969726562	1.6115057468414307
1.677237868309021	1.6829113960266113
1.639417290687561	1.661515474319458
1.9002201557159424	1.8666068315505981
1.619170069694519	1.637666940689087
1.5747904777526855	1.4797885417938232
1.8498783111572266	1.848652720451355
1.337710976600647	1.2422919273376465
1.588881254196167	1.6082998514175415
1.5695772171020508	1.5599024295806885
1.8459292650222778	1.7059048414230347
1.6086130142211914	1.598764181137085
1.4494463205337524	1.4881997108459473
1.227911114692688	1.4922747611999512
1.2339823246002197	1.4766088724136353
1.2898646593093872	1.5500515699386597
1.58290433883667	1.4988343715667725
1.1044337749481201	1.2341105937957764
1.6790471076965332	1.6169012784957886
1.86154043674469	1.6534340381622314
1.3040763139724731	1.489177942276001
1.685492753982544	1.694380521774292
1.585446834564209	1.5877174139022827
1.757779598236084	1.60286283493042
1.7505123615264893	1.6356778144836426
1.6079410314559937	1.5984508991241455
1.542460322380066	1.541301965713501
1.5762401819229126	1.6652287244796753
1.4963767528533936	1.5309332609176636
1.431616187095642	1.468440055847168
1.6969044208526611	1.6968815326690674
1.4862757921218872	1.5139013528823853
1.565975546836853	1.4930543899536133
1.5301603078842163	1.5645363330841064
1.68082857131958	1.4969264268875122
1.5422677993774414	1.539149284362793
1.578378677368164	1.5975775718688965
1.5836460590362549	1.4957338571548462
1.633304476737976	1.6194661855697632
1.3974080085754395	1.4001349210739136
1.800228476524353	1.780895709991455
1.7601937055587769	1.7536453008651733
1.3900645971298218	1.513614296913147
1.7100292444229126	1.6664832830429077
1.2550727128982544	1.3023685216903687
1.6230367422103882	1.4898605346679688
1.9009287357330322	1.770613431930542
1.5189268589019775	1.5014396905899048
1.7882628440856934	1.8180077075958252
1.717285394668579	1.6719977855682373
1.4439157247543335	1.4872546195983887
1.5129746198654175	1.5136833190917969
1.9133964776992798	1.8053172826766968
1.7709368467330933	1.7287079095840454
1.8865808248519897	1.8644075393676758
1.410528540611267	1.3407065868377686
1.7210266590118408	1.5903555154800415
1.7593402862548828	1.7312688827514648
1.8092180490493774	1.8029100894927979
1.2298225164413452	1.4827173948287964
1.8416354656219482	1.8471183776855469
1.445017695426941	1.4439753293991089
1.6389273405075073	1.6863960027694702
1.6463974714279175	1.6123003959655762
1.6123673915863037	1.509437084197998
1.7375729084014893	1.7287501096725464
1.3368804454803467	1.4307985305786133
1.7975552082061768	1.8363757133483887
1.5542889833450317	1.698060393333435
1.86402428150177	1.802412986755371
1.8139965534210205	1.7501050233840942
1.516690969467163	1.4815701246261597
1.5302574634552002	1.7307548522949219
1.3354281187057495	1.5938990116119385
1.6414576768875122	1.6378165483474731
1.759818196296692	1.7125164270401
1.2063348293304443	1.5296608209609985
1.4845502376556396	1.5683033466339111
1.5882291793823242	1.5496712923049927
1.9257673025131226	1.891146183013916
1.6757179498672485	1.6648237705230713
1.5767415761947632	1.6595197916030884
1.8641632795333862	1.8344812393188477
1.7056288719177246	1.5857309103012085
1.6127718687057495	1.4935511350631714
1.5120666027069092	1.5131559371948242
1.5976042747497559	1.5399596691131592
1.4351556301116943	1.6320000886917114
1.3687084913253784	1.4996297359466553
1.7481995820999146	1.598227858543396
1.461702585220337	1.378345012664795
1.510175347328186	1.486929178237915
1.4569991827011108	1.574573040008545
1.8494923114776611	1.5896354913711548
1.6433953046798706	1.4820821285247803
1.536759853363037	1.5334349870681763
1.414805293083191	1.5133758783340454
1.6586239337921143	1.614820957183838
1.763434648513794	1.7542567253112793
1.5124118328094482	1.4626206159591675
1.4637258052825928	1.6043282747268677
1.554622769355774	1.47744619846344
1.7109763622283936	1.5926690101623535
1.2621058225631714	1.3473374843597412
1.7881325483322144	1.595363974571228
1.4715462923049927	1.488188624382019
1.7032111883163452	1.5214403867721558
1.7009973526000977	1.5709000825881958
1.5493961572647095	1.537825107574463
1.5458308458328247	1.5107131004333496
1.5764986276626587	1.5904446840286255
1.2802757024765015	1.3250772953033447
1.7423851490020752	1.7123911380767822
1.5641286373138428	1.57710862159729
1.5951063632965088	1.6302063465118408
1.602385401725769	1.5013227462768555
1.349176049232483	1.6610312461853027
1.8987165689468384	1.734972357749939
1.1632380485534668	1.365143895149231
1.8641595840454102	1.9031314849853516
1.167405605316162	1.4965322017669678
1.5830018520355225	1.5282243490219116
1.398373007774353	1.4968109130859375
1.7562676668167114	1.7708443403244019
1.649100422859192	1.649640440940857
1.5961101055145264	1.6014407873153687
1.703161358833313	1.6164847612380981
1.2476886510849	1.3443732261657715
1.7794090509414673	1.6078846454620361
1.6654012203216553	1.631442904472351
1.6481820344924927	1.4945094585418701
1.3471404314041138	1.60676109790802
1.7711691856384277	1.7855110168457031
1.876350998878479	1.8838411569595337
1.5319149494171143	1.5987930297851562
1.5849714279174805	1.5168969631195068
1.7593402862548828	1.7396748065948486
1.8734612464904785	1.8868792057037354
1.4105970859527588	1.4432982206344604
1.743402123451233	1.5856451988220215
1.770631194114685	1.5575710535049438
1.830733299255371	1.795411229133606
1.5385527610778809	1.5309898853302002
1.399417757987976	1.583389163017273
1.5214370489120483	1.6085588932037354
1.7084019184112549	1.6998549699783325
1.7918730974197388	1.8315110206604004
1.4203882217407227	1.5894471406936646
1.4737681150436401	1.473517894744873
1.150233268737793	1.4540456533432007
1.4354673624038696	1.496608018875122
1.432093858718872	1.424134612083435
1.625320315361023	1.5837277173995972
1.8328813314437866	1.8478941917419434
1.6609820127487183	1.584275484085083
1.5834013223648071	1.5494593381881714
1.6223974227905273	1.4768234491348267
1.428230881690979	1.446305751800537
1.5429613590240479	1.5000808238983154
1.8523616790771484	1.8600000143051147
1.572788953781128	1.511480689048767
1.461463212966919	1.555179476737976
1.7361469268798828	1.6963194608688354
1.5012699365615845	1.4950000047683716
1.59475839138031	1.5852134227752686
1.7093311548233032	1.6135571002960205
1.686976671218872	1.4939138889312744
1.9039620161056519	1.8835875988006592
1.7082123756408691	1.4895853996276855
1.5276005268096924	1.5318882465362549
1.5789839029312134	1.6070637702941895
1.6347111463546753	1.6074485778808594
1.5729573965072632	1.5891073942184448
1.6242753267288208	1.4672386646270752
1.7790584564208984	1.7862374782562256
1.6195164918899536	1.5707666873931885
1.3359532356262207	1.3956233263015747
1.324515461921692	1.3580764532089233
1.6914724111557007	1.7372602224349976
1.4929507970809937	1.577567458152771
1.6264030933380127	1.4912362098693848
1.624144196510315	1.6058006286621094
1.4757416248321533	1.4080430269241333
1.8418989181518555	1.9094575643539429
1.309155821800232	1.4614619016647339
1.4649747610092163	1.4980052709579468
1.864760398864746	1.8171075582504272
1.378832221031189	1.5284978151321411
1.6094563007354736	1.602856993675232
1.890112042427063	1.696975588798523
1.4286330938339233	1.6996241807937622
1.4685782194137573	1.499202013015747
1.7557190656661987	1.763397455215454
1.8362250328063965	1.8787399530410767
1.5614627599716187	1.5668256282806396
1.7661110162734985	1.6174933910369873
1.4239366054534912	1.4997807741165161
1.7189357280731201	1.7610766887664795
1.8516508340835571	1.6934088468551636
1.535089135169983	1.5559709072113037
